"Week.Ending","SKU","Dollars","Units","ARP"
2014-03-29,1168,14915.12,10967,1.36
2014-03-29,1169,762218.26,290923,2.62
2014-03-29,1170,2531372.8,791054,3.2
2014-03-29,1171,5152780.8,1431328,3.6
2014-03-29,1172,337.68,469,0.72
2014-03-29,1173,225609.5,105425,2.14
2014-03-29,1174,122790.46,63622,1.93
2014-03-29,1175,0.22,1,0.22
2014-03-29,1176,762218.26,290923,2.62
2014-03-29,1177,30348431.08,6270337,4.84
2014-03-29,1178,238.68,351,0.68
2014-03-29,1179,105490.56,56112,1.88
2014-03-29,1180,135067.52,68912,1.96
2014-03-29,1181,550862.56,222122,2.48
2014-03-29,1182,1.45,5,0.29
2014-03-29,1183,20107.23,14061,1.43
2014-03-29,1184,1.45,5,0.29
2014-03-29,1185,31175.76,20244,1.54
2014-03-29,1186,7428905.46,1939662,3.83
2014-03-29,1187,100458.27,53721,1.87
2014-03-29,1188,33755.28,21638,1.56
2014-03-29,1189,820.68,977,0.84
2014-03-29,1191,22031.3,15194,1.45
2014-03-29,1192,2394890.62,755486,3.17
2014-03-29,1194,65.45,119,0.55
2014-03-29,1195,65.45,119,0.55
2014-03-29,1196,0,0,0.03
2014-03-29,1198,10728.93,8317,1.29
2014-03-29,1199,1329.51,1461,0.91
2014-03-29,1201,6326758.86,1696182,3.73
2014-03-29,1202,3508.53,3279,1.07
2014-03-29,1203,242578.8,112305,2.16
2014-03-29,1204,2954.64,2841,1.04
2014-03-29,1205,106.8,178,0.6
2014-03-29,1206,20.25,45,0.45
2014-03-29,1207,38,76,0.5
2014-03-29,1208,465.12,612,0.76
2014-03-29,1210,105490.56,56112,1.88
2014-03-29,1211,466224.14,193454,2.41
2014-03-29,1212,126588637.88,20617042,6.14
2014-03-29,1213,20.25,45,0.45
2014-03-29,1214,169589.28,83132,2.04
2014-03-29,1215,10728.93,8317,1.29
2014-03-29,1216,7374.95,6095,1.21
2014-03-29,1217,20.25,45,0.45
2014-03-29,1218,100458.27,53721,1.87
2014-03-29,1219,141851.16,71642,1.98
2014-03-29,1220,155320.74,77274,2.01
2014-03-29,1222,28732.56,18903,1.52
2014-03-29,1223,106.8,178,0.6
2014-03-29,1224,6425.1,5445,1.18
2014-03-29,1226,20.25,45,0.45
2014-03-29,1227,65.45,119,0.55
2014-03-29,1228,2011889.88,653211,3.08
2014-03-29,1229,9487.8,7530,1.26
2014-03-29,1230,331660800.31,46000111,7.21
2014-03-29,1231,7549681.92,1966063,3.84
2014-03-29,1232,2887857.99,883137,3.27
2014-03-29,1233,2568189.39,800059,3.21
2014-03-29,1234,4377383.5,1250681,3.5
2014-03-29,1235,20107.23,14061,1.43
2014-03-29,1236,1501865.26,512582,2.93
2014-03-29,1237,0,0,0
2014-03-29,1238,9969547.74,2479987,4.02
2014-03-29,1239,59408.82,34742,1.71
2014-03-29,1240,1052730.24,381424,2.76
2014-03-29,1241,18300.39,12979,1.41
2014-03-29,1242,4834.14,4278,1.13
2014-03-29,1243,270705.6,123048,2.2
2014-03-29,1244,65.45,119,0.55
2014-03-29,1245,106.8,178,0.6
2014-03-29,1246,0,0,0.16
2014-03-29,1247,1647.82,1753,0.94
2014-03-29,1249,67494,38568,1.75
2014-03-29,1250,624,780,0.8
2014-03-29,1251,3508.53,3279,1.07
2014-03-29,1252,0,0,0.16
2014-03-29,1253,3.74,11,0.34
2014-03-29,1254,337.68,469,0.72
2014-03-29,1255,337.68,469,0.72
2014-03-29,1256,4834.14,4278,1.13
2014-03-29,1257,141851.16,71642,1.98
2014-03-29,1258,9487.8,7530,1.26
2014-03-29,1259,3348281.45,999487,3.35
2014-03-29,1260,281367.24,126742,2.22
2014-03-29,1261,180017937.75,27652525,6.51
2014-03-29,1262,11989.12,9152,1.31
2014-03-29,1263,550862.56,222122,2.48
2014-03-29,1265,4065237.04,1174924,3.46
2014-03-29,1266,4809659.68,1351028,3.56
2014-03-29,1267,4834.14,4278,1.13
2014-03-29,1268,300829.76,134299,2.24
2014-03-29,1269,2016.63,2079,0.97
2014-03-29,1270,225609.5,105425,2.14
2014-03-29,1271,644504.85,252747,2.55
2014-03-29,1272,67494,38568,1.75
2014-03-29,1273,0.22,1,0.22
2014-03-29,1274,0,0,0
2014-03-29,1275,580285,232114,2.5
2014-03-29,1276,11504622.08,2792384,4.12
2014-03-29,1277,75858.26,42617,1.78
2014-03-29,1278,56235404.8,10491680,5.36
2014-03-29,1280,1013875.5,368682,2.75
2014-04-05,1001,2016.63,2079,0.97
2014-04-05,1002,1046.61,1203,0.87
2014-04-05,1003,20107.23,14061,1.43
2014-04-05,1004,2954.64,2841,1.04
2014-04-05,1005,38,76,0.5
2014-04-05,1006,18300.39,12979,1.41
2014-04-05,1007,20.25,45,0.45
2014-04-05,1009,89873.13,49111,1.83
2014-04-05,1010,2016.63,2079,0.97
2014-04-05,1011,106.8,178,0.6
2014-04-05,1013,6425.1,5445,1.18
2014-04-05,1014,13431593.24,3182842,4.22
2014-04-05,1015,1862267.52,612588,3.04
2014-04-05,1016,337.68,469,0.72
2014-04-05,1018,242578.8,112305,2.16
2014-04-05,1019,820.68,977,0.84
2014-04-05,1020,103452976.44,17416326,5.94
2014-04-05,1022,3469593.61,1029553,3.37
2014-04-05,1023,9.6,24,0.4
2014-04-05,1024,1.45,5,0.29
2014-04-05,1025,20107.23,14061,1.43
2014-04-05,1026,1329.51,1461,0.91
2014-04-05,1027,95067.8,51388,1.85
2014-04-05,1028,80505,44725,1.8
2014-04-05,1029,820.68,977,0.84
2014-04-05,1030,367290.8,158315,2.32
2014-04-05,1031,8350.47,6789,1.23
2014-04-05,1032,4133.8,3758,1.1
2014-04-05,1033,1329.51,1461,0.91
2014-04-05,1035,252507.22,115829,2.18
2014-04-05,1038,9.6,24,0.4
2014-04-05,1039,2887857.99,883137,3.27
2014-04-05,1043,0,0,0
2014-04-05,1044,2954.64,2841,1.04
2014-04-05,1046,0,0,0.03
2014-04-05,1047,117239.04,61062,1.92
2014-04-05,1048,51665874.74,9766706,5.29
2014-04-05,1050,1.45,5,0.29
2014-04-05,1051,105490.56,56112,1.88
2014-04-05,1052,252507.22,115829,2.18
2014-04-05,1053,356139.63,154173,2.31
2014-04-05,1054,179805366.72,27619872,6.51
2014-04-05,1055,33755.28,21638,1.56
2014-04-05,1056,106.8,178,0.6
2014-04-05,1057,163.2,255,0.64
2014-04-05,1058,1647.82,1753,0.94
2014-04-05,1059,22031.3,15194,1.45
2014-04-05,1061,225609.5,105425,2.14
2014-04-05,1062,6774950.13,1797069,3.77
2014-04-05,1063,116815789.98,19276533,6.06
2014-04-05,1065,1013875.5,368682,2.75
2014-04-05,1068,9487.8,7530,1.26
2014-04-05,1069,10399407.75,2567755,4.05
2014-04-05,1070,13446.9,10035,1.34
2014-04-05,1071,22031.3,15194,1.45
2014-04-05,1072,465.12,612,0.76
2014-04-05,1073,58005611.51,10761709,5.39
2014-04-05,1074,931744.07,343817,2.71
2014-04-05,1075,624,780,0.8
2014-04-05,1076,2465.41,2441,1.01
2014-04-05,1078,67494,38568,1.75
2014-04-05,1080,466224.14,193454,2.41
2014-04-05,1081,205275717.85,30868529,6.65
2014-04-05,1082,1329.51,1461,0.91
2014-04-05,1083,378657.62,162514,2.33
2014-04-05,1084,1.45,5,0.29
2014-04-05,1086,2954.64,2841,1.04
2014-04-05,1087,3305100.34,989551,3.34
2014-04-05,1088,238.68,351,0.68
2014-04-05,1090,8350566.9,2141171,3.9
2014-04-05,1091,39340.8,24588,1.6
2014-04-05,1092,971932221.96,112753158,8.62
2014-04-05,1094,16067838.6,3693756,4.35
2014-04-05,1095,610651.44,242322,2.52
2014-04-05,1096,0.22,1,0.22
2014-04-05,1098,343696.94,150086,2.29
2014-04-05,1099,3593416.95,1060005,3.39
2014-04-05,1100,1329.51,1461,0.91
2014-04-05,1101,1329.51,1461,0.91
2014-04-05,1102,1528750.02,519983,2.94
2014-04-05,1103,14915.12,10967,1.36
2014-04-05,1104,16488.24,11948,1.38
2014-04-05,1105,4518852.8,1283765,3.52
2014-04-05,1106,367290.8,158315,2.32
2014-04-05,1107,12191578.88,2930668,4.16
2014-04-05,1108,6263512.8,1683740,3.72
2014-04-05,1109,148115.7,74430,1.99
2014-04-05,1110,10728.93,8317,1.29
2014-04-05,1111,163.2,255,0.64
2014-04-05,1112,111260.2,58558,1.9
2014-04-05,1113,106.8,178,0.6
2014-04-05,1114,31175.76,20244,1.54
2014-04-05,1115,238.68,351,0.68
2014-04-05,1116,337.68,469,0.72
2014-04-05,1117,1046.61,1203,0.87
2014-04-05,1119,39340.8,24588,1.6
2014-04-05,1120,1046.61,1203,0.87
2014-04-05,1122,48833.88,29418,1.66
2014-04-05,1123,4133.8,3758,1.1
2014-04-05,1124,9492700.77,2379123,3.99
2014-04-05,1125,1376550.35,476315,2.89
2014-04-05,1127,4570905.22,1294874,3.53
2014-04-05,1128,20107.23,14061,1.43
2014-04-05,1129,517276299.92,66659317,7.76
2014-04-05,1130,415797.54,175442,2.37
2014-04-05,1131,122790.46,63622,1.93
2014-04-05,1132,52000.46,31138,1.67
2014-04-05,1133,31175.76,20244,1.54
2014-04-05,1134,820.68,977,0.84
2014-04-05,1135,18300.39,12979,1.41
2014-04-05,1136,3.74,11,0.34
2014-04-05,1137,9.6,24,0.4
2014-04-05,1138,0,0,0
2014-04-05,1141,65.45,119,0.55
2014-04-05,1142,3.74,11,0.34
2014-04-05,1143,0,0,0.16
2014-04-05,1144,65.45,119,0.55
2014-04-05,1145,38,76,0.5
2014-04-05,1146,2016.63,2079,0.97
2014-04-05,1147,7374.95,6095,1.21
2014-04-05,1148,54984383.34,10296701,5.34
2014-04-05,1149,624,780,0.8
2014-04-05,1150,80505,44725,1.8
2014-04-05,1151,238.68,351,0.68
2014-04-05,1152,1351324.8,469210,2.88
2014-04-05,1153,3187213.28,960004,3.32
2014-04-05,1154,820.68,977,0.84
2014-04-05,1155,135067.52,68912,1.96
2014-04-05,1156,9487.8,7530,1.26
2014-04-05,1157,208408.92,98772,2.11
2014-04-05,1158,1528750.02,519983,2.94
2014-04-05,1159,2016.63,2079,0.97
2014-04-05,1160,5566,4840,1.15
2014-04-05,1161,9.6,24,0.4
2014-04-05,1162,13198139.5,3134950,4.21
2014-04-05,1163,85339.8,46890,1.82
2014-04-05,1164,184681.26,89218,2.07
2014-04-05,1165,89873.13,49111,1.83
2014-04-05,1166,3.74,11,0.34
2014-04-05,1167,139858942.08,22413292,6.24
2014-04-05,1168,5566,4840,1.15
2014-04-05,1169,378657.62,162514,2.33
2014-04-05,1170,1141067.2,407524,2.8
2014-04-05,1171,3801702.78,1111609,3.42
2014-04-05,1172,65.45,119,0.55
2014-04-05,1173,105490.56,56112,1.88
2014-04-05,1174,105490.56,56112,1.88
2014-04-05,1175,38,76,0.5
2014-04-05,1176,176599.3,86146,2.05
2014-04-05,1177,36161542.92,7261354,4.98
2014-04-05,1178,337.68,469,0.72
2014-04-05,1179,55621.28,32912,1.69
2014-04-05,1180,85339.8,46890,1.82
2014-04-05,1181,644504.85,252747,2.55
2014-04-05,1182,9.6,24,0.4
2014-04-05,1183,10728.93,8317,1.29
2014-04-05,1184,0,0,0.16
2014-04-05,1185,63364.71,36627,1.73
2014-04-05,1186,6823126.96,1809848,3.77
2014-04-05,1187,55621.28,32912,1.69
2014-04-05,1188,18300.39,12979,1.41
2014-04-05,1189,20.25,45,0.45
2014-04-05,1191,6425.1,5445,1.18
2014-04-05,1192,2740278.6,845765,3.24
2014-04-05,1193,0,0,0.03
2014-04-05,1194,38,76,0.5
2014-04-05,1195,0,0,0.1
2014-04-05,1198,45516.56,27754,1.64
2014-04-05,1199,6425.1,5445,1.18
2014-04-05,1201,4479889.92,1272696,3.52
2014-04-05,1202,337.68,469,0.72
2014-04-05,1203,216388.4,102070,2.12
2014-04-05,1204,4834.14,4278,1.13
2014-04-05,1205,163.2,255,0.64
2014-04-05,1206,3.74,11,0.34
2014-04-05,1207,38,76,0.5
2014-04-05,1208,38,76,0.5
2014-04-05,1210,95067.8,51388,1.85
2014-04-05,1211,261510.09,119411,2.19
2014-04-05,1212,94925311.65,16226549,5.85
2014-04-05,1213,20.25,45,0.45
2014-04-05,1214,55621.28,32912,1.69
2014-04-05,1215,6425.1,5445,1.18
2014-04-05,1216,3508.53,3279,1.07
2014-04-05,1217,65.45,119,0.55
2014-04-05,1218,89873.13,49111,1.83
2014-04-05,1219,28732.56,18903,1.52
2014-04-05,1220,161951.48,80174,2.02
2014-04-05,1222,26244.86,17614,1.49
2014-04-05,1223,820.68,977,0.84
2014-04-05,1224,2465.41,2441,1.01
2014-04-05,1225,0,0,0
2014-04-05,1226,0,0,0.16
2014-04-05,1227,106.8,178,0.6
2014-04-05,1228,1611165.6,542480,2.97
2014-04-05,1229,9487.8,7530,1.26
2014-04-05,1230,300527055.95,42387455,7.09
2014-04-05,1231,3348281.45,999487,3.35
2014-04-05,1232,2194957.44,703512,3.12
2014-04-05,1233,3113134.44,940524,3.31
2014-04-05,1234,3425479.68,1019488,3.36
2014-04-05,1235,24075.66,16378,1.47
2014-04-05,1236,1501865.26,512582,2.93
2014-04-05,1237,0,0,0.03
2014-04-05,1238,6774950.13,1797069,3.77
2014-04-05,1239,16488.24,11948,1.38
2014-04-05,1240,176599.3,86146,2.05
2014-04-05,1241,33755.28,21638,1.56
2014-04-05,1242,2465.41,2441,1.01
2014-04-05,1243,300829.76,134299,2.24
2014-04-05,1244,65.45,119,0.55
2014-04-05,1245,0,0,0.16
2014-04-05,1246,0,0,0.16
2014-04-05,1247,820.68,977,0.84
2014-04-05,1249,14915.12,10967,1.36
2014-04-05,1250,238.68,351,0.68
2014-04-05,1251,106.8,178,0.6
2014-04-05,1253,0,0,0.03
2014-04-05,1254,163.2,255,0.64
2014-04-05,1255,465.12,612,0.76
2014-04-05,1256,18300.39,12979,1.41
2014-04-05,1257,111260.2,58558,1.9
2014-04-05,1258,11989.12,9152,1.31
2014-04-05,1259,3272061.06,979659,3.34
2014-04-05,1260,225609.5,105425,2.14
2014-04-05,1261,184488324.96,28209224,6.54
2014-04-05,1262,10728.93,8317,1.29
2014-04-05,1263,378657.62,162514,2.33
2014-04-05,1264,0,0,0.03
2014-04-05,1265,3229467.3,969810,3.33
2014-04-05,1266,3071801.7,930849,3.3
2014-04-05,1267,4834.14,4278,1.13
2014-04-05,1268,161951.48,80174,2.02
2014-04-05,1269,163.2,255,0.64
2014-04-05,1270,117239.04,61062,1.92
2014-04-05,1271,225609.5,105425,2.14
2014-04-05,1272,33755.28,21638,1.56
2014-04-05,1273,1.45,5,0.29
2014-04-05,1275,508477.9,207542,2.45
2014-04-05,1276,12191578.88,2930668,4.16
2014-04-05,1277,242578.8,112305,2.16
2014-04-05,1278,47775225.24,9152342,5.22
2014-04-05,1280,1074405.44,387872,2.77
2014-04-12,1001,7374.95,6095,1.21
2014-04-12,1002,18300.39,12979,1.41
2014-04-12,1003,16488.24,11948,1.38
2014-04-12,1004,20107.23,14061,1.43
2014-04-12,1005,337.68,469,0.72
2014-04-12,1006,13446.9,10035,1.34
2014-04-12,1007,9.6,24,0.4
2014-04-12,1009,59408.82,34742,1.71
2014-04-12,1010,1647.82,1753,0.94
2014-04-12,1011,38,76,0.5
2014-04-12,1013,10728.93,8317,1.29
2014-04-12,1014,18086362.2,4073505,4.44
2014-04-12,1015,1453946.84,497927,2.92
2014-04-12,1016,820.68,977,0.84
2014-04-12,1018,105490.56,56112,1.88
2014-04-12,1019,13446.9,10035,1.34
2014-04-12,1020,91197914.15,15696715,5.81
2014-04-12,1022,4715983.3,1328446,3.55
2014-04-12,1023,1046.61,1203,0.87
2014-04-12,1024,38,76,0.5
2014-04-12,1025,2016.63,2079,0.97
2014-04-12,1026,65.45,119,0.55
2014-04-12,1027,55621.28,32912,1.69
2014-04-12,1028,105490.56,56112,1.88
2014-04-12,1029,2954.64,2841,1.04
2014-04-12,1030,402030.95,171077,2.35
2014-04-12,1031,1.45,5,0.29
2014-04-12,1032,65.45,119,0.55
2014-04-12,1033,7374.95,6095,1.21
2014-04-12,1034,0,0,0.03
2014-04-12,1035,141851.16,71642,1.98
2014-04-12,1038,0.22,1,0.22
2014-04-12,1039,3272061.06,979659,3.34
2014-04-12,1044,2016.63,2079,0.97
2014-04-12,1045,0,0,0
2014-04-12,1046,0,0,0.1
2014-04-12,1047,89873.13,49111,1.83
2014-04-12,1048,47653259.94,9128977,5.22
2014-04-12,1050,238.68,351,0.68
2014-04-12,1051,18300.39,12979,1.41
2014-04-12,1052,300829.76,134299,2.24
2014-04-12,1053,290997.16,130492,2.23
2014-04-12,1054,176926382.16,27261384,6.49
2014-04-12,1055,169589.28,83132,2.04
2014-04-12,1056,465.12,612,0.76
2014-04-12,1057,38,76,0.5
2014-04-12,1058,7374.95,6095,1.21
2014-04-12,1059,24075.66,16378,1.47
2014-04-12,1061,378657.62,162514,2.33
2014-04-12,1062,9355431.78,2350611,3.98
2014-04-12,1063,107935848.54,18049473,5.98
2014-04-12,1065,1376550.35,476315,2.89
2014-04-12,1068,3508.53,3279,1.07
2014-04-12,1069,12256158.72,2946192,4.16
2014-04-12,1070,18300.39,12979,1.41
2014-04-12,1071,5566,4840,1.15
2014-04-12,1072,106.8,178,0.6
2014-04-12,1073,63231608.23,11559709,5.47
2014-04-12,1074,626195.24,247508,2.53
2014-04-12,1075,38,76,0.5
2014-04-12,1076,820.68,977,0.84
2014-04-12,1078,36475.88,23086,1.58
2014-04-12,1080,378657.62,162514,2.33
2014-04-12,1081,206705387.7,31036845,6.66
2014-04-12,1082,8350.47,6789,1.23
2014-04-12,1083,356139.63,154173,2.31
2014-04-12,1084,238.68,351,0.68
2014-04-12,1086,465.12,612,0.76
2014-04-12,1087,2359600.44,746709,3.16
2014-04-12,1088,163.2,255,0.64
2014-04-12,1090,7309210.92,1913406,3.82
2014-04-12,1091,22031.3,15194,1.45
2014-04-12,1092,902145968.04,105885677,8.52
2014-04-12,1094,14280950.95,3344485,4.27
2014-04-12,1095,522373.62,212347,2.46
2014-04-12,1096,1.45,5,0.29
2014-04-12,1098,242578.8,112305,2.16
2014-04-12,1099,3425479.68,1019488,3.36
2014-04-12,1100,1647.82,1753,0.94
2014-04-12,1101,820.68,977,0.84
2014-04-12,1102,816414.65,308081,2.65
2014-04-12,1103,1329.51,1461,0.91
2014-04-12,1104,8350.47,6789,1.23
2014-04-12,1105,4863696.6,1362380,3.57
2014-04-12,1106,565454.1,227090,2.49
2014-04-12,1107,8685748.02,2210114,3.93
2014-04-12,1108,6326758.86,1696182,3.73
2014-04-12,1109,367290.8,158315,2.32
2014-04-12,1110,2954.64,2841,1.04
2014-04-12,1111,820.68,977,0.84
2014-04-12,1112,31175.76,20244,1.54
2014-04-12,1113,38,76,0.5
2014-04-12,1114,7374.95,6095,1.21
2014-04-12,1115,38,76,0.5
2014-04-12,1116,38,76,0.5
2014-04-12,1117,4133.8,3758,1.1
2014-04-12,1119,63364.71,36627,1.73
2014-04-12,1120,820.68,977,0.84
2014-04-12,1122,31175.76,20244,1.54
2014-04-12,1123,465.12,612,0.76
2014-04-12,1124,13198139.5,3134950,4.21
2014-04-12,1125,1052730.24,381424,2.76
2014-04-12,1127,3154803.44,950242,3.32
2014-04-12,1128,45516.56,27754,1.64
2014-04-12,1129,573843194.1,72638379,7.9
2014-04-12,1130,744656.49,285309,2.61
2014-04-12,1131,192079.68,92346,2.08
2014-04-12,1132,31175.76,20244,1.54
2014-04-12,1133,39340.8,24588,1.6
2014-04-12,1134,2954.64,2841,1.04
2014-04-12,1135,31175.76,20244,1.54
2014-04-12,1136,3.74,11,0.34
2014-04-12,1137,1.45,5,0.29
2014-04-12,1138,1.45,5,0.29
2014-04-12,1141,163.2,255,0.64
2014-04-12,1142,0,0,0.1
2014-04-12,1143,0,0,0.1
2014-04-12,1144,3508.53,3279,1.07
2014-04-12,1145,1647.82,1753,0.94
2014-04-12,1146,238.68,351,0.68
2014-04-12,1147,8350.47,6789,1.23
2014-04-12,1148,47197400.42,9059002,5.21
2014-04-12,1149,1329.51,1461,0.91
2014-04-12,1150,95067.8,51388,1.85
2014-04-12,1151,38,76,0.5
2014-04-12,1152,972278.58,356146,2.73
2014-04-12,1153,2069654.19,669791,3.09
2014-04-12,1154,465.12,612,0.76
2014-04-12,1155,55621.28,32912,1.69
2014-04-12,1156,465.12,612,0.76
2014-04-12,1157,148115.7,74430,1.99
2014-04-12,1158,693473.04,268788,2.58
2014-04-12,1159,3.74,11,0.34
2014-04-12,1160,14915.12,10967,1.36
2014-04-12,1161,3.74,11,0.34
2014-04-12,1162,9746228,2436557,4
2014-04-12,1163,67494,38568,1.75
2014-04-12,1164,161951.48,80174,2.02
2014-04-12,1165,59408.82,34742,1.71
2014-04-12,1166,337.68,469,0.72
2014-04-12,1167,108983862.99,18194301,5.99
2014-04-12,1168,14915.12,10967,1.36
2014-04-12,1169,378657.62,162514,2.33
2014-04-12,1170,580285,232114,2.5
2014-04-12,1171,3272061.06,979659,3.34
2014-04-12,1172,20.25,45,0.45
2014-04-12,1173,71798.28,40564,1.77
2014-04-12,1174,36475.88,23086,1.58
2014-04-12,1175,1.45,5,0.29
2014-04-12,1176,169589.28,83132,2.04
2014-04-12,1177,24770341.44,5292808,4.68
2014-04-12,1178,0.22,1,0.22
2014-04-12,1179,36475.88,23086,1.58
2014-04-12,1180,22031.3,15194,1.45
2014-04-12,1181,176599.3,86146,2.05
2014-04-12,1182,38,76,0.5
2014-04-12,1183,5566,4840,1.15
2014-04-12,1184,0,0,0.16
2014-04-12,1185,4834.14,4278,1.13
2014-04-12,1186,6661302.48,1771623,3.76
2014-04-12,1187,122790.46,63622,1.93
2014-04-12,1188,36475.88,23086,1.58
2014-04-12,1189,0,0,0.1
2014-04-12,1191,3508.53,3279,1.07
2014-04-12,1192,1301729,455150,2.86
2014-04-12,1194,20.25,45,0.45
2014-04-12,1195,106.8,178,0.6
2014-04-12,1196,0,0,0.03
2014-04-12,1198,18300.39,12979,1.41
2014-04-12,1199,1046.61,1203,0.87
2014-04-12,1201,4428454.68,1261668,3.51
2014-04-12,1202,465.12,612,0.76
2014-04-12,1203,89873.13,49111,1.83
2014-04-12,1204,106.8,178,0.6
2014-04-12,1205,238.68,351,0.68
2014-04-12,1206,3.74,11,0.34
2014-04-12,1207,238.68,351,0.68
2014-04-12,1208,106.8,178,0.6
2014-04-12,1210,85339.8,46890,1.82
2014-04-12,1211,453285.6,188869,2.4
2014-04-12,1212,114652675.24,18982231,6.04
2014-04-12,1213,1.45,5,0.29
2014-04-12,1214,55621.28,32912,1.69
2014-04-12,1215,4834.14,4278,1.13
2014-04-12,1216,1046.61,1203,0.87
2014-04-12,1217,0,0,0.16
2014-04-12,1218,100458.27,53721,1.87
2014-04-12,1219,48833.88,29418,1.66
2014-04-12,1220,105490.56,56112,1.88
2014-04-12,1221,0,0,0
2014-04-12,1222,13446.9,10035,1.34
2014-04-12,1223,9.6,24,0.4
2014-04-12,1224,3508.53,3279,1.07
2014-04-12,1225,0,0,0
2014-04-12,1226,9.6,24,0.4
2014-04-12,1227,337.68,469,0.72
2014-04-12,1228,1141067.2,407524,2.8
2014-04-12,1229,10728.93,8317,1.29
2014-04-12,1230,230310721.74,33969133,6.78
2014-04-12,1231,3514050.8,1039660,3.38
2014-04-12,1232,2194957.44,703512,3.12
2014-04-12,1233,4339072.5,1239735,3.5
2014-04-12,1234,1948669.2,636820,3.06
2014-04-12,1235,14915.12,10967,1.36
2014-04-12,1236,972278.58,356146,2.73
2014-04-12,1237,0,0,0.03
2014-04-12,1238,7428905.46,1939662,3.83
2014-04-12,1239,5566,4840,1.15
2014-04-12,1240,300829.76,134299,2.24
2014-04-12,1241,28732.56,18903,1.52
2014-04-12,1242,1329.51,1461,0.91
2014-04-12,1243,184681.26,89218,2.07
2014-04-12,1244,9.6,24,0.4
2014-04-12,1245,238.68,351,0.68
2014-04-12,1246,0,0,0.16
2014-04-12,1247,38,76,0.5
2014-04-12,1248,0,0,0.03
2014-04-12,1249,11989.12,9152,1.31
2014-04-12,1250,1647.82,1753,0.94
2014-04-12,1251,106.8,178,0.6
2014-04-12,1254,38,76,0.5
2014-04-12,1255,238.68,351,0.68
2014-04-12,1256,28732.56,18903,1.52
2014-04-12,1257,135067.52,68912,1.96
2014-04-12,1258,16488.24,11948,1.38
2014-04-12,1259,2043963.93,661477,3.09
2014-04-12,1260,105490.56,56112,1.88
2014-04-12,1261,130560186.28,21160484,6.17
2014-04-12,1262,22031.3,15194,1.45
2014-04-12,1263,415797.54,175442,2.37
2014-04-12,1264,20.25,45,0.45
2014-04-12,1265,2168437.44,695012,3.12
2014-04-12,1266,3071801.7,930849,3.3
2014-04-12,1267,10728.93,8317,1.29
2014-04-12,1268,80505,44725,1.8
2014-04-12,1269,6425.1,5445,1.18
2014-04-12,1270,122790.46,63622,1.93
2014-04-12,1271,453285.6,188869,2.4
2014-04-12,1272,31175.76,20244,1.54
2014-04-12,1273,0,0,0.16
2014-04-12,1275,390237.12,166768,2.34
2014-04-12,1276,11940939.9,2884285,4.14
2014-04-12,1277,122790.46,63622,1.93
2014-04-12,1278,64178252.8,11711360,5.48
2014-04-12,1280,931744.07,343817,2.71
2014-04-19,1001,1647.82,1753,0.94
2014-04-19,1002,163.2,255,0.64
2014-04-19,1003,31175.76,20244,1.54
2014-04-19,1004,4834.14,4278,1.13
2014-04-19,1005,106.8,178,0.6
2014-04-19,1006,14915.12,10967,1.36
2014-04-19,1007,65.45,119,0.55
2014-04-19,1009,117239.04,61062,1.92
2014-04-19,1010,337.68,469,0.72
2014-04-19,1011,1046.61,1203,0.87
2014-04-19,1013,2954.64,2841,1.04
2014-04-19,1014,16252776.36,3727701,4.36
2014-04-19,1015,1427858.43,490673,2.91
2014-04-19,1016,337.68,469,0.72
2014-04-19,1018,100458.27,53721,1.87
2014-04-19,1019,13446.9,10035,1.34
2014-04-19,1020,93782568.56,16058659,5.84
2014-04-19,1022,2458709.22,773179,3.18
2014-04-19,1023,163.2,255,0.64
2014-04-19,1024,9.6,24,0.4
2014-04-19,1025,2465.41,2441,1.01
2014-04-19,1026,9.6,24,0.4
2014-04-19,1027,24075.66,16378,1.47
2014-04-19,1028,24075.66,16378,1.47
2014-04-19,1029,0,0,0.03
2014-04-19,1030,200613,95530,2.1
2014-04-19,1031,820.68,977,0.84
2014-04-19,1032,2016.63,2079,0.97
2014-04-19,1033,624,780,0.8
2014-04-19,1035,216388.4,102070,2.12
2014-04-19,1037,0,0,0.03
2014-04-19,1038,106.8,178,0.6
2014-04-19,1039,3272061.06,979659,3.34
2014-04-19,1044,1046.61,1203,0.87
2014-04-19,1045,0,0,0
2014-04-19,1047,89873.13,49111,1.83
2014-04-19,1048,37872029.58,7544229,5.02
2014-04-19,1049,0,0,0
2014-04-19,1050,163.2,255,0.64
2014-04-19,1051,20107.23,14061,1.43
2014-04-19,1052,71798.28,40564,1.77
2014-04-19,1053,367290.8,158315,2.32
2014-04-19,1054,135945227.61,21891341,6.21
2014-04-19,1055,4834.14,4278,1.13
2014-04-19,1056,624,780,0.8
2014-04-19,1057,65.45,119,0.55
2014-04-19,1058,2016.63,2079,0.97
2014-04-19,1059,4133.8,3758,1.1
2014-04-19,1061,122790.46,63622,1.93
2014-04-19,1062,5985552.69,1622101,3.69
2014-04-19,1063,97727552.16,16620332,5.88
2014-04-19,1065,626195.24,247508,2.53
2014-04-19,1068,6425.1,5445,1.18
2014-04-19,1069,6484165.16,1733734,3.74
2014-04-19,1070,4834.14,4278,1.13
2014-04-19,1071,6425.1,5445,1.18
2014-04-19,1072,9.6,24,0.4
2014-04-19,1073,53977304.42,10127074,5.33
2014-04-19,1074,508477.9,207542,2.45
